id:ID(KG),:LABEL,name,description,xref,provided_by,source
MONDO:0012235,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0700271,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0013707,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0012990,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0800449,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0008769,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0013692,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0800448,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0009959,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0007791,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0019262,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0010933,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0007750,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0008887,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0003235,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0013710,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0032728,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0014051,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0010188,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0012527,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0010830,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0100103,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0013231,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0018770,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0007525,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0030935,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0100464,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0014139,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0012481,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0011132,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0032675,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0010178,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0009757,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0009563,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0012784,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0014438,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0018458,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0019751,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0011338,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0010159,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0005027,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0042490,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:1010154,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0012314,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0044330,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0008185,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0014665,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0009756,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0012127,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0009306,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0000820,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0009352,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0007340,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0016419,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0009424,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0008961,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0009656,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0011158,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0009830,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0010122,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0054862,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0008672,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0014586,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0010687,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0008667,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0007142,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0014706,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0011523,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0019149,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0014436,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0012866,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0013161,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0014576,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:1010169,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0010421,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0010200,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0008827,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0019257,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0013755,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0007245,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0013274,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0100039,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0014191,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0011013,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0011686,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0008559,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0010499,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0018276,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0014435,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0009061,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0019609,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0011088,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0008090,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0054732,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0009561,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0007621,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0018440,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0009215,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0009723,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0700270,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0014899,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0008695,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0009470,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0007113,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0008842,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0018998,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0013699,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0009849,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0011182,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0000591,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0014630,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0009861,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0013202,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0013127,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0007044,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0001056,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0019154,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0100101,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0020715,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0009667,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0013937,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0007256,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0009660,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0009665,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0013936,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0009629,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0016755,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0012041,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0017998,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0023693,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0100253,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0005439,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0014929,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0019064,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0005338,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0011450,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0023692,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0859317,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0013945,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0011484,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0019180,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0009821,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0800436,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0013932,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0008692,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:8000013,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0011225,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0007915,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0012714,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0012444,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0008727,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0010079,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0010860,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0011866,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0011871,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0014515,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0009643,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0012762,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0030837,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0009384,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0011400,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0009353,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0009039,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0054581,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0011120,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0010089,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0014141,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0010466,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0014140,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0011035,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0019118,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0009923,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0013904,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0013933,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0010006,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0013389,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0010185,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0012496,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0011071,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0004737,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0014142,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0009662,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0013475,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0007319,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0021057,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0014086,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0009968,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0007397,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0008078,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0008725,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0018149,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0017790,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0010206,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0014733,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0010310,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0008767,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0008810,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0018868,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0008972,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0019675,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0008293,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0013051,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0009690,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0013327,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0009823,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0012721,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0018982,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0014765,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0009499,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0100294,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0013060,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0000573,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0008438,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0011760,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0015091,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0011829,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0011759,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0011730,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0009067,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0004994,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0009732,Disease,,,,NCBI:ClinVar:xref,ClinVar MONDO xref
MONDO:0000107,Disease,Auriculocondylar syndrome 2,Auriculocondylar syndrome 2,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0000190,Disease,,,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0000365,Disease,Glaucoma 3A,Glaucoma 3A,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0000447,Disease,Autosomal recessive polycystic kidney disease,Autosomal recessive polycystic kidney disease,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0000455,Disease,"MACULAR DEGENERATION, AGE-RELATED, 2, SUSCEPTIBILITY TO","MACULAR DEGENERATION, AGE-RELATED, 2, SUSCEPTIBILITY TO",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0000483,Disease,Alternating hemiplegia of childhood 2,Alternating hemiplegia of childhood 2,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0000488,Disease,Periampullary adenoma,Periampullary adenoma,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0000490,Disease,Renal coloboma syndrome,Renal coloboma syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0000508,Disease,CHIME syndrome,CHIME syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0000594,Disease,"Pervasive developmental disorder;Intellectual disability, autosomal recessive 53","Pervasive developmental disorder;Intellectual disability, autosomal recessive 53",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0000728,Disease,"Malignant hyperthermia, susceptibility to, 1","Malignant hyperthermia, susceptibility to, 1",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0000863,Disease,,,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0000902,Disease,Agenesis of the corpus callosum with peripheral neuropathy,Agenesis of the corpus callosum with peripheral neuropathy,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0001119,Disease,"3-methylglutaconic aciduria, type VIIB","3-methylglutaconic aciduria, type VIIB",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0001150,Disease,Abnormal cardiovascular system morphology,Abnormal cardiovascular system morphology,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0001170,Disease,Alternating hemiplegia of childhood 2,Alternating hemiplegia of childhood 2,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0001245,Disease,Microcytic anemia,Microcytic anemia,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0001273,Disease,Megacolon,Megacolon,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0001422,Disease,Primary aldosteronism,Primary aldosteronism,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0001475,Disease,"3-methylglutaconic aciduria, type VIIB","3-methylglutaconic aciduria, type VIIB",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0001476,Disease,Congenital ocular coloboma,Congenital ocular coloboma,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0001516,Disease,Spinal muscular atrophy,Spinal muscular atrophy,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0001549,Disease,Hemolytic-uremic syndrome,Hemolytic-uremic syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0001567,Disease,"Hypercalcemia, infantile, 2","Hypercalcemia, infantile, 2",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0001576,Disease,"Telangiectasia, hereditary hemorrhagic, type 2","Telangiectasia, hereditary hemorrhagic, type 2",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0001595,Disease,"Developmental and epileptic encephalopathy, 64","Developmental and epileptic encephalopathy, 64",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0001627,Disease,,,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0001734,Disease,Tuberous sclerosis 2,Tuberous sclerosis 2,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0001836,Disease,Amenorrhea,Amenorrhea,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0001913,Disease,Oligospermia;Reduced sperm motility;Abnormal sperm morphology,Oligospermia;Reduced sperm motility;Abnormal sperm morphology,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0001941,Disease,,,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0002032,Disease,Periampullary adenoma,Periampullary adenoma,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0002049,Disease,Noonan syndrome 1,Noonan syndrome 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0002181,Disease,Multiple congenital exostosis,Multiple congenital exostosis,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0002271,Disease,Familial adenomatous polyposis 1,Familial adenomatous polyposis 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0002280,Disease,Hemoglobin E,Hemoglobin E,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0002385,Disease,DICER1-related tumor predisposition,DICER1-related tumor predisposition,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0002447,Disease,Noonan syndrome 3,Noonan syndrome 3,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0002461,Disease,Immunoglobulin-mediated membranoproliferative glomerulonephritis,Immunoglobulin-mediated membranoproliferative glomerulonephritis,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0002473,Disease,Polycystic kidney disease;Ventricular hypertrophy;Renal cyst,Polycystic kidney disease;Ventricular hypertrophy;Renal cyst,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0002479,Disease,DICER1-related tumor predisposition,DICER1-related tumor predisposition,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0002531,Disease,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0002598,Disease,Carcinoma of pancreas,Carcinoma of pancreas,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0002691,Disease,Acrocephalosyndactyly type I,Acrocephalosyndactyly type I,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0002771,Disease,Interstitial lung disease 2,Interstitial lung disease 2,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0002787,Disease,Juvenile nasopharyngeal angiofibroma,Juvenile nasopharyngeal angiofibroma,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0002926,Disease,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0002927,Disease,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0003002,Disease,Germ cell tumor of testis,Germ cell tumor of testis,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0003004,Disease,"Retinitis Pigmentosa, Recessive","Retinitis Pigmentosa, Recessive",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0003037,Disease,,,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0003145,Disease,DICER1-related tumor predisposition,DICER1-related tumor predisposition,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0003155,Disease,Cavernous hemangioma,Cavernous hemangioma,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0003198,Disease,Li-Fraumeni syndrome 1,Li-Fraumeni syndrome 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0003432,Disease,Global developmental delay;Hypertelorism;Frontal bossing;High anterior hairline;Strabismus,Global developmental delay;Hypertelorism;Frontal bossing;High anterior hairline;Strabismus,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0003441,Disease,Pigmentary pallidal degeneration,Pigmentary pallidal degeneration,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0003608,Disease,Autosomal dominant optic atrophy classic form,Autosomal dominant optic atrophy classic form,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0003741,Disease,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0003900,Disease,CAMPOMELIC DYSPLASIA WITH AUTOSOMAL SEX REVERSAL,CAMPOMELIC DYSPLASIA WITH AUTOSOMAL SEX REVERSAL,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0004323,Disease,Wolff-Parkinson-White pattern;Highly elevated creatine kinase;Pes cavus;Muscular atrophy;Skeletal myopathy,Wolff-Parkinson-White pattern;Highly elevated creatine kinase;Pes cavus;Muscular atrophy;Skeletal myopathy,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0004375,Disease,Dilatation of the cerebral artery;Hepatic cysts;Stage 5 chronic kidney disease,Dilatation of the cerebral artery;Hepatic cysts;Stage 5 chronic kidney disease,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0004425,Disease,Hyperthyroidism,Hyperthyroidism,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0004496,Disease,Primary dilated cardiomyopathy,Primary dilated cardiomyopathy,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0004557,Disease,Li-Fraumeni syndrome 1,Li-Fraumeni syndrome 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
